tmdb_movie_id,tmdb_actor_id,movie_title,character,cast_order
63,1318900,Twelve Monkeys,Detective Franki,7
63,64908,Twelve Monkeys,Teddy,8
63,11154,Twelve Monkeys,Bee,9
1106289,776,The Pickup,Russell,0
1106289,1427948,The Pickup,Travis,1
1106289,74688,The Pickup,Zoe,2
1106289,52605,The Pickup,Natalie,3
1106289,1292258,The Pickup,Banner,4
1106289,1100144,The Pickup,Miguel,5
1106289,57906,The Pickup,Clark,6
1106289,1420679,The Pickup,Chop Shop,7
1106289,1170011,The Pickup,MMA Fighter,8
1106289,2090355,The Pickup,Mikey,9
127585,6968,X-Men: Days of Future Past,Logan / Wolverine,0
127585,5530,X-Men: Days of Future Past,Charles Xavier,1
127585,17288,X-Men: Days of Future Past,Erik Lehnsherr,2
127585,2387,X-Men: Days of Future Past,Professor X,3
127585,1327,X-Men: Days of Future Past,Magneto,4
127585,72129,X-Men: Days of Future Past,Raven / Mystique,5
127585,4587,X-Men: Days of Future Past,Storm,6
127585,3292,X-Men: Days of Future Past,Hank / Beast,7
127585,10690,X-Men: Days of Future Past,Rogue,8
127585,27578,X-Men: Days of Future Past,Kitty Pryde,9
166426,85,Pirates of the Caribbean: Dead Men Tell No Tales,Jack Sparrow,0
166426,3810,Pirates of the Caribbean: Dead Men Tell No Tales,Armando Salazar,1
166426,118,Pirates of the Caribbean: Dead Men Tell No Tales,Hector Barbossa,2
166426,1017347,Pirates of the Caribbean: Dead Men Tell No Tales,Henry Turner,3
166426,115150,Pirates of the Caribbean: Dead Men Tell No Tales,Carina Smyth,4
166426,229932,Pirates of the Caribbean: Dead Men Tell No Tales,Shansa,5
166426,2449,Pirates of the Caribbean: Dead Men Tell No Tales,Joshamee Gibbs,6
166426,1115,Pirates of the Caribbean: Dead Men Tell No Tales,Scrum,7
166426,1714,Pirates of the Caribbean: Dead Men Tell No Tales,Mullroy,8
166426,1371,Pirates of the Caribbean: Dead Men Tell No Tales,Scarfield,9
2109,18897,Rush Hour,Lee,0
2109,66,Rush Hour,Carter,1
2109,207,Rush Hour,Griffin,2
2109,4492,Rush Hour,Captain Diel,3
2109,7430,Rush Hour,Johnson,4
2109,2969,Rush Hour,Clive,5
2109,6576,Rush Hour,Agent Russ,6
2109,21629,Rush Hour,Consul Han,7
2109,16937,Rush Hour,Agent Whitney,8
2109,2131,Rush Hour,Sang,9
24476,777,Beethoven's 3rd,Richard Newton,0
24476,11806,Beethoven's 3rd,Beth Newton,1
24476,94547,Beethoven's 3rd,Brennan Newton,2
24476,94548,Beethoven's 3rd,Sara Newton,3
24476,94551,Beethoven's 3rd,Tommy,4
24476,94553,Beethoven's 3rd,Bill,5
24476,94554,Beethoven's 3rd,Penny,6
24476,291,Beethoven's 3rd,Uncle Morrie,7
24476,94555,Beethoven's 3rd,Kennel Employee,8
24476,94557,Beethoven's 3rd,Officer Ranger Smith,9
1072790,115440,Anyone But You,Bea,0
1072790,83271,Anyone But You,Ben,1
1072790,3085680,Anyone But You,Barista,2
1072790,2728596,Anyone But You,Miranda Clerk,3
1072790,2495673,Anyone But You,Pete,4
1072790,1253199,Anyone But You,Claudia,5
1072790,2311924,Anyone But You,Halle,6
1072790,20212,Anyone But You,Leo,7
1072790,3052,Anyone But You,Innie,8
1072790,3864503,Anyone But You,Flight Attendant,9
207703,1303037,Kingsman: The Secret Service,Gary 'Eggsy' Unwin,0
207703,5472,Kingsman: The Secret Service,Harry Hart / Galahad,1
207703,2231,Kingsman: The Secret Service,Valentine,2
207703,2983,Kingsman: The Secret Service,Merlin,3
207703,1282054,Kingsman: The Secret Service,Roxy,4
207703,568657,Kingsman: The Secret Service,Gazelle,5
207703,3895,Kingsman: The Secret Service,Arthur,6
207703,1322314,Kingsman: The Secret Service,Charlie,7
207703,931785,Kingsman: The Secret Service,Princess Tilde,8
207703,78952,Kingsman: The Secret Service,Michelle Unwin,9
510,514,One Flew Over the Cuckoo's Nest,Randle Patrick McMurphy,0
510,1370,One Flew Over the Cuckoo's Nest,Billy Bibbit,1
510,7071,One Flew Over the Cuckoo's Nest,Nurse Mildred Ratched,2
510,518,One Flew Over the Cuckoo's Nest,Martini,3
510,7072,One Flew Over the Cuckoo's Nest,Dale Harding,4
510,7077,One Flew Over the Cuckoo's Nest,Orderly Turkle,5
510,1062,One Flew Over the Cuckoo's Nest,Max Taber,6
510,68301,One Flew Over the Cuckoo's Nest,Chief Bromden,7
510,7075,One Flew Over the Cuckoo's Nest,Dr. John Spivey,8
510,7073,One Flew Over the Cuckoo's Nest,Ellis,9
615,8767,The Passion of the Christ,Jesus,0
615,8768,The Passion of the Christ,Maria,1
615,8769,The Passion of the Christ,Juan,2
615,8770,The Passion of the Christ,Pedro,3
615,28782,The Passion of the Christ,Magdalena,4
615,8772,The Passion of the Christ,Caifás,5
615,44650,The Passion of the Christ,Anás,6
615,8774,The Passion of the Christ,Judas,7
615,8775,The Passion of the Christ,Poncio Pilato,8
615,8776,The Passion of the Christ,Claudia Procles,9
326,2231,Snakes on a Plane,Neville Flynn,0
326,25654,Snakes on a Plane,Claire Miller,1
326,60005,Snakes on a Plane,Sean Jones,2
326,77330,Snakes on a Plane,Troy,3
326,52478,Snakes on a Plane,Mercedes,4
326,109686,Snakes on a Plane,Three G's,5
326,55788,Snakes on a Plane,Big Leroy,6
326,58707,Snakes on a Plane,Tiffany,7
326,7401,Snakes on a Plane,Grace,8
326,73269,Snakes on a Plane,Maria,9
240832,1245,Lucy,Lucy,0
240832,192,Lucy,Professor Norman,1
240832,64880,Lucy,Mr. Jang,2
240832,2960,Lucy,Pierre Del Rio,3
240832,7031,Lucy,The Limey,4
240832,90060,Lucy,Richard,5
240832,124644,Lucy,Caroline,6
240832,1587629,Lucy,Jang's Lieutenant,7
240832,1587631,Lucy,Jang's Lieutenant,8
240832,1367830,Lucy,Jii,9
941,2461,Lethal Weapon,Martin Riggs,0
941,2047,Lethal Weapon,Roger Murtaugh,1
941,2048,Lethal Weapon,Mr. Joshua,2
941,14312,Lethal Weapon,General Peter McAllister,3
941,11784,Lethal Weapon,Michael Hunsaker,4
941,14313,Lethal Weapon,Trish Murtaugh,5
941,14314,Lethal Weapon,Rianne Murtaugh,6
941,14315,Lethal Weapon,Amanda Hunsaker,7
941,14316,Lethal Weapon,Nick Murtaugh,8
941,14317,Lethal Weapon,Carrie Murtaugh,9
283591,108916,The Secret Scripture,Young Roseanne McNulty,0
283591,587020,The Secret Scripture,Father Gaunt,1
283591,13333,The Secret Scripture,Old Roseanne McNulty,2
283591,8783,The Secret Scripture,Dr. William Grene,3
283591,1007683,The Secret Scripture,Michael Eneas,4
283591,207558,The Secret Scripture,Jack McNulty,5
283591,42571,The Secret Scripture,Nurse,6
283591,29240,The Secret Scripture,McCabe,7
283591,1699965,The Secret Scripture,Beau,8
283591,1296187,The Secret Scripture,Chrissie,9
14620,53116,The Butterfly Effect 2,Nick Larson,0
14620,46897,The Butterfly Effect 2,Julie Miller,1
14620,53117,The Butterfly Effect 2,Trevor Eastman,2
14620,33336,The Butterfly Effect 2,Amanda,3
14620,71763,The Butterfly Effect 2,Katherine Larson,4
14620,4095,The Butterfly Effect 2,Dave Bristol,5
14620,53119,The Butterfly Effect 2,Ted,6
14620,53118,The Butterfly Effect 2,Grace Callahan,7
14620,41436,The Butterfly Effect 2,Ron Callahan,8
14620,62911,The Butterfly Effect 2,Malcolm Williams,9
513691,78110,The Debt Collector,French,0
513691,54649,The Debt Collector,Sue,1
513691,60650,The Debt Collector,Mad Alex,2
513691,19384,The Debt Collector,Barbosa,3
513691,19898,The Debt Collector,Tommy,4
513691,52306,The Debt Collector,Tarva,5
513691,115500,The Debt Collector,Sandy,6
513691,1537527,The Debt Collector,Angelica,7
513691,2025821,The Debt Collector,Lola,8
513691,2025822,The Debt Collector,The Serb,9
629,9045,The Usual Suspects,McManus,0
629,5168,The Usual Suspects,Keaton,1
629,1121,The Usual Suspects,Fenster,2
629,7166,The Usual Suspects,Hockney,3
629,1979,The Usual Suspects,Verbal,4
629,9046,The Usual Suspects,Dave Kujan,5
629,4935,The Usual Suspects,Kobayashi,6
629,2179,The Usual Suspects,Edie Finneran,7
629,4808,The Usual Suspects,Jack Baer,8
629,6486,The Usual Suspects,Jeff Rabin,9
1010756,1592855,The Strangers: Chapter 2,Maya,0
1010756,1798797,The Strangers: Chapter 2,Ryan,1
1010756,222122,The Strangers: Chapter 2,Gregory,2
1010756,1921268,The Strangers: Chapter 2,Shelly / Pinup,3
1010756,4067297,The Strangers: Chapter 2,Nurse Danica,4
1010756,3901,The Strangers: Chapter 2,Sheriff Rotter,5
1010756,3188261,The Strangers: Chapter 2,Deputy Walters,6
1010756,1076119,The Strangers: Chapter 2,Debbie,7
1010756,4067293,The Strangers: Chapter 2,Chris Sampson,8
1010756,1405269,The Strangers: Chapter 2,Carol,9
37135,3417,Tarzan,Tarzan (voice),0
37135,6613,Tarzan,Jane Porter (voice),1
37135,515,Tarzan,Kala (voice),2
37135,15789,Tarzan,Young Tarzan (voice),3
37135,12929,Tarzan,Terk (voice),4
37135,8318,Tarzan,Clayton (voice),5
37135,15788,Tarzan,Professor Archimedes Q. Porter (voice),6
37135,2714,Tarzan,Kerchak (voice),7
37135,4201,Tarzan,Tantor (voice),8
37135,116869,Tarzan,Young Tantor (voice),9
629542,6807,The Bad Guys,Wolf (voice),0
629542,1231717,The Bad Guys,Snake (voice),1
629542,1625558,The Bad Guys,Tarantula (voice),2
629542,64342,The Bad Guys,Shark (voice),3
629542,1560244,The Bad Guys,Piranha (voice),4
629542,98103,The Bad Guys,Professor Marmalade (voice),5
629542,1545693,The Bad Guys,Diane Foxington (voice),6
629542,24357,The Bad Guys,Police Chief Misty Luggins (voice),7
629542,1576058,The Bad Guys,Tiffany Fluffit (voice),8
629542,85294,The Bad Guys,Old Lady (voice),9
1734,18269,The Mummy Returns,Rick O'Connell,0
1734,3293,The Mummy Returns,Evelyn O'Connell / Nefertiri,1
1734,10727,The Mummy Returns,Jonathan Carnahan,2
1734,18041,The Mummy Returns,Ardeth Bay,3
1734,16743,The Mummy Returns,Imhotep,4
1734,18920,The Mummy Returns,Meela / Anck-Su-Namun,5
1734,18919,The Mummy Returns,Alex O'Connell,6
1734,18918,The Mummy Returns,Mathayus / The Scorpion King,7
1734,2629,The Mummy Returns,Baltus Hafez,8
1734,31164,The Mummy Returns,Lock-Nah,9
293167,91606,Kong: Skull Island,Captain James Conrad,0
293167,2231,Kong: Skull Island,Lieutenant Colonel Preston Packard,1
293167,1230,Kong: Skull Island,Bill Randa,2
293167,60073,Kong: Skull Island,Mason Weaver,3
293167,1151657,Kong: Skull Island,San Lin,4
293167,20286,Kong: Skull Island,Maj. Jack Chapman / Kong Mo-Cap Services,5
293167,40543,Kong: Skull Island,Victor Nieves,6
293167,1154054,Kong: Skull Island,Houston Brooks,7
293167,1115984,Kong: Skull Island,Glenn Mills,8
293167,74242,Kong: Skull Island,Earl Cole,9
10768,4783,The Final Conflict,Damien Thorn,0
10768,29327,The Final Conflict,De Carlo,1
10768,14062,The Final Conflict,Dean,2
10768,66612,The Final Conflict,Kate Reynolds,3
10768,1670480,The Final Conflict,Peter,4
10768,59945,The Final Conflict,President,5
10768,535977,The Final Conflict,American Ambassador,6
10768,66613,The Final Conflict,Barbara,7
10768,18775,The Final Conflict,Brother Benito,8
10768,152283,The Final Conflict,Brother Martin,9
667538,1560244,Transformers: Rise of the Beasts,Noah Diaz,0
667538,1676520,Transformers: Rise of the Beasts,Elena Wallace,1
667538,19540,Transformers: Rise of the Beasts,Optimus Prime (voice),2
667538,2372,Transformers: Rise of the Beasts,Optimus Primal (voice),3
667538,22970,Transformers: Rise of the Beasts,Scourge (voice),4
667538,1620,Transformers: Rise of the Beasts,Airazor (voice),5
667538,1427948,Transformers: Rise of the Beasts,Mirage (voice),6
667538,1700631,Transformers: Rise of the Beasts,Arcee (voice),7
667538,2627590,Transformers: Rise of the Beasts,Wheeljack (voice),8
667538,141610,Transformers: Rise of the Beasts,Breanna Diaz,9
281338,1333,War for the Planet of the Apes,Caesar,0
281338,57755,War for the Planet of the Apes,The Colonel,1
281338,58395,War for the Planet of the Apes,Maurice,2
281338,236696,War for the Planet of the Apes,Rocket,3
281338,18324,War for the Planet of the Apes,Bad Ape,4
281338,1493969,War for the Planet of the Apes,Nova,5
281338,42711,War for the Planet of the Apes,Red Donkey,6
281338,63566,War for the Planet of the Apes,Luca,7
281338,20286,War for the Planet of the Apes,Koba,8
281338,35231,War for the Planet of the Apes,Preacher,9
12155,76070,Alice in Wonderland,Alice Kingsleigh,0
12155,85,Alice in Wonderland,Tarrant Hightopp / Mad Hatter,1
12155,1813,Alice in Wonderland,Mirana / White Queen,2
12155,1283,Alice in Wonderland,Iracebeth / Red Queen,3
12155,1064,Alice in Wonderland,Ilosovic Stayne / Knave of Hearts,4
12155,26209,Alice in Wonderland,Tweedledee / Tweedledum,5
12155,4566,Alice in Wonderland,Absolem / Caterpillar (voice),6
12155,11275,Alice in Wonderland,Cheshire Cat (voice),7
12155,3968,Alice in Wonderland,Nivens McTwisp / White Rabbit (voice),8
12155,9191,Alice in Wonderland,Bayard Hamar / Bloodhound (voice),9
260514,887,Cars 3,Lightning McQueen (voice),0
260514,1374727,Cars 3,Cruz Ramirez (voice),1
260514,2955,Cars 3,Smokey (voice),2
260514,51797,Cars 3,Sterling (voice),3
260514,15897,Cars 3,Mater (voice),4
260514,53807,Cars 3,Jackson Storm (voice),5
260514,933948,Cars 3,Dusty (voice),6
260514,4252,Cars 3,Luigi (voice),7
260514,5149,Cars 3,Sally Carrera (voice),8
260514,40063,Cars 3,Miss Fritter (voice),9
1949,131,Zodiac,Robert Graysmith,0
1949,103,Zodiac,David Toschi,1
1949,11085,Zodiac,William Armstrong,2
1949,3223,Zodiac,Paul Avery,3
1949,2838,Zodiac,Melanie,4
1949,13550,Zodiac,Jack Mulanax,5
1949,3911,Zodiac,Arthur Leigh Allen,6
1949,1248,Zodiac,Melvin Belli,7
1949,20212,Zodiac,Martin Lee,8
1949,12826,Zodiac,Bob Vaughn,9
42709,6679,"Silent Night, Deadly Night III: Better Watch Out!",Dr. Newbury,0
42709,27737,"Silent Night, Deadly Night III: Better Watch Out!",Ricky,1
42709,927857,"Silent Night, Deadly Night III: Better Watch Out!",Laura,2
42709,9323,"Silent Night, Deadly Night III: Better Watch Out!",Chris,3
42709,15007,"Silent Night, Deadly Night III: Better Watch Out!",Jerri,4
42709,1219410,"Silent Night, Deadly Night III: Better Watch Out!",Granny,5
42709,73022,"Silent Night, Deadly Night III: Better Watch Out!",Lt. Connely,6
42709,152599,"Silent Night, Deadly Night III: Better Watch Out!",Santa,7
42709,659502,"Silent Night, Deadly Night III: Better Watch Out!",Dr. Newbury's Assistant,8
42709,166144,"Silent Night, Deadly Night III: Better Watch Out!",Hospital Receptionist,9
43754,35468,The Killing Jar,Noreen,0
43754,147,The Killing Jar,Doe,1
43754,6195,The Killing Jar,Dixon,2
43754,34839,The Killing Jar,Hank,3
43754,37027,The Killing Jar,Lonnie,4
43754,28410,The Killing Jar,Greene,5
43754,11160,The Killing Jar,Jimmy,6
43754,129822,The Killing Jar,Starr,7
43754,110056,The Killing Jar,Billy,8
43754,78973,The Killing Jar,O'Brien,9
29343,50967,Humanoids from the Deep,Jim Hill,0
29343,98608,Humanoids from the Deep,Dr. Susan Drake,1
29343,83810,Humanoids from the Deep,Hank Slattery,2
29343,103571,Humanoids from the Deep,Carol Hill,3
29343,103572,Humanoids from the Deep,Johnny Eagle,4
29343,60291,Humanoids from the Deep,Linda Beale,5
29343,103573,Humanoids from the Deep,Peggy Larson,6
29343,103574,Humanoids from the Deep,Jerry Potter,7
29343,103575,Humanoids from the Deep,Tommy Hill,8
29343,94653,Humanoids from the Deep,Deke Jensen,9
11172,69597,Music and Lyrics,Sophie Fisher,0
11172,3291,Music and Lyrics,Alex Fletcher,1
11172,18,Music and Lyrics,Chris Riley,2
11172,58754,Music and Lyrics,Cora Corman,3
11172,207915,Music and Lyrics,Janice Stern,4
11172,20644,Music and Lyrics,Khan,5
11172,6212,Music and Lyrics,David Newbert,6
11172,53368,Music and Lyrics,Colin Thompson,7
11172,1077875,Music and Lyrics,Pop Bass Player,8
11172,1077876,Music and Lyrics,Pop Guitar Player,9
479455,74568,Men in Black: International,Agent H,0
479455,62561,Men in Black: International,Agent M,1
479455,466505,Men in Black: International,Pawny (voice),2
479455,933238,Men in Black: International,Riza,3
479455,28847,Men in Black: International,Agent C,4
479455,7056,Men in Black: International,Agent O,5
479455,3896,Men in Black: International,Agent High T,6
479455,2075485,Men in Black: International,Alien Twin,7
479455,2075486,Men in Black: International,Alien Twin,8
479455,2959,Men in Black: International,Vungus / Nasr / Bassam,9
463257,10959,The Peanut Butter Falcon,Tyler,0
463257,1633770,The Peanut Butter Falcon,Zak,1
463257,118545,The Peanut Butter Falcon,Eleanor,2
463257,19159,The Peanut Butter Falcon,Salt Water Redneck,3
463257,16861,The Peanut Butter Falcon,Duncan,4
463257,6905,The Peanut Butter Falcon,Carl,5
463257,19498,The Peanut Butter Falcon,Mark,6
463257,1391409,The Peanut Butter Falcon,Ratboy,7
463257,1193431,The Peanut Butter Falcon,Blind Jasper John,8
463257,79027,The Peanut Butter Falcon,Sam,9
11544,1580,Lilo & Stitch,Lilo (voice),0
11544,66193,Lilo & Stitch,Stitch (voice),1
11544,13445,Lilo & Stitch,Nani (voice),2
11544,28010,Lilo & Stitch,Jumba (voice),3
11544,58955,Lilo & Stitch,Pleakley (voice),4
11544,10182,Lilo & Stitch,Cobra Bubbles (voice),5
11544,937681,Lilo & Stitch,Grand Councilwoman (voice),6
11544,58319,Lilo & Stitch,David Kawena (voice),7
11544,24362,Lilo & Stitch,Captain Gantu (voice),8
11544,76003,Lilo & Stitch,Rescue Lady (voice),9
609681,60073,The Marvels,Carol Danvers / Captain Marvel,0
609681,970219,The Marvels,Monica Rambeau,1
609681,2798462,The Marvels,Kamala Khan / Ms. Marvel,2
609681,2231,The Marvels,Nick Fury,3
609681,118034,The Marvels,Dar-Benn,4
609681,480,The Marvels,Emperor Dro'ge,5
609681,1347525,The Marvels,Prince Yan,6
609681,1809782,The Marvels,Muneeba Khan,7
609681,1014905,The Marvels,Yusuf Khan,8
609681,2889306,The Marvels,Aamir Khan,9
438148,4495,Minions: The Rise of Gru,Gru (voice),0
438148,124747,Minions: The Rise of Gru,Kevin / Stuart / Bob / Minions (voice),1
438148,1903,Minions: The Rise of Gru,Wild Knuckles (voice),2
438148,40036,Minions: The Rise of Gru,Belle Bottom (voice),3
438148,5823,Minions: The Rise of Gru,Gru's Mom (voice),4
438148,15111,Minions: The Rise of Gru,Jean Clawed (voice),5
438148,20584,Minions: The Rise of Gru,Nun-Chuck (voice),6
438148,1620,Minions: The Rise of Gru,Master Chow (voice),7
438148,16644,Minions: The Rise of Gru,Svengeance (voice),8
438148,11160,Minions: The Rise of Gru,Stronghold (voice),9
10442,12073,So I Married an Axe Murderer,Charlie MacKenzie / Stuart MacKenzie,0
10442,18331,So I Married an Axe Murderer,Harriet Michaels,1
10442,57829,So I Married an Axe Murderer,Tony Giardino,2
10442,99,So I Married an Axe Murderer,Rose Michaels,3
10442,18345,So I Married an Axe Murderer,May Mackenzie,4
10442,148637,So I Married an Axe Murderer,"William ""Heed"" Mackenzie",5
10442,28164,So I Married an Axe Murderer,Commandeered Car Driver,6
10442,14104,So I Married an Axe Murderer,"Ranger John ""Vicky"" Johnson",7
10442,5578,So I Married an Axe Murderer,Susan,8
10442,3214,So I Married an Axe Murderer,Pilot,9
177699,4581,Alan Partridge: Alpha Papa,Alan Partridge,0
177699,17782,Alan Partridge: Alpha Papa,Patt Farrell,1
177699,9143,Alan Partridge: Alpha Papa,Lynn Benfield,2
177699,155527,Alan Partridge: Alpha Papa,Michael,3
177699,29236,Alan Partridge: Alpha Papa,Janet Whitehead,4
177699,17123,Alan Partridge: Alpha Papa,Martin Finch,5
177699,6971,Alan Partridge: Alpha Papa,Jason Cresswell,6
177699,1308934,Alan Partridge: Alpha Papa,Danny Sinclair,7
177699,229606,Alan Partridge: Alpha Papa,Angela,8
177699,191601,Alan Partridge: Alpha Papa,Dave Clifton,9
16205,80013,Jack Brooks: Monster Slayer,Jack Brooks,0
16205,5139,Jack Brooks: Monster Slayer,Professor Gordon Crowley,1
16205,10210,Jack Brooks: Monster Slayer,Counselor Silverstein,2
16205,4569,Jack Brooks: Monster Slayer,Howard,3
16205,80017,Jack Brooks: Monster Slayer,Emmet,4
16205,80018,Jack Brooks: Monster Slayer,Eve,5
16205,80019,Jack Brooks: Monster Slayer,John,6
16205,80020,Jack Brooks: Monster Slayer,Kristy,7
16205,80021,Jack Brooks: Monster Slayer,Janice,8
16205,80022,Jack Brooks: Monster Slayer,Pat,9
333484,5292,The Magnificent Seven,Sam Chisolm,0
333484,73457,The Magnificent Seven,Joshua Farraday,1
333484,569,The Magnificent Seven,Goodnight Robicheaux,2
333484,7132,The Magnificent Seven,Jack Horne,3
333484,25002,The Magnificent Seven,Billy Rocks,4
333484,1168097,The Magnificent Seven,Vasquez,5
333484,1584347,The Magnificent Seven,Red Harvest,6
333484,133,The Magnificent Seven,Bartholomew Bogue,7
333484,58754,The Magnificent Seven,Emma Cullen,8
333484,66743,The Magnificent Seven,Matthew Cullen,9
284052,71580,Doctor Strange,Dr. Stephen Strange,0
284052,5294,Doctor Strange,Mordo,1
284052,53714,Doctor Strange,Dr. Christine Palmer,2
284052,30082,Doctor Strange,Wong,3
284052,1019,Doctor Strange,Kaecilius,4
284052,3063,Doctor Strange,The Ancient One,5
284052,72873,Doctor Strange,Dr. Nicodemus West,6
284052,4589,Doctor Strange,Jonathan Pangborn,7
284052,78110,Doctor Strange,Lucian / Strong Zealot,8
284052,1070721,Doctor Strange,Brunette Zealot,9
10555,2888,Shark Tale,Oscar (voice),0
10555,380,Shark Tale,Don Lino (voice),1
10555,9137,Shark Tale,Angie (voice),2
10555,70851,Shark Tale,Lenny (voice),3
10555,11701,Shark Tale,Lola (voice),4
10555,154857,Shark Tale,Ernie (voice),5
10555,1032,Shark Tale,Sykes (voice),6
10555,1077844,Shark Tale,Crazy Joe (voice),7
10555,12975,Shark Tale,Bernie (voice),8
10555,11486,Shark Tale,Frankie (voice),9
11970,15455,Hercules,Hercules (voice),0
11970,20903,Hercules,Young Hercules (voice),1
11970,45566,Hercules,Young Hercules (singing voice),2
11970,518,Hercules,Philoctetes (voice),3
11970,4512,Hercules,Hades (voice),4
11970,86128,Hercules,Meg (voice),5
11970,95024,Hercules,Pain (voice),6
11970,40009,Hercules,Panic (voice),7
11970,9626,Hercules,Zeus (voice),8
11970,46780,Hercules,Hera (voice),9
882096,1430894,A California Christmas: City Lights,Callie,0
882096,2521557,A California Christmas: City Lights,Joseph,1
882096,294813,A California Christmas: City Lights,Leo,2
882096,210389,A California Christmas: City Lights,Manny,3
882096,2893058,A California Christmas: City Lights,Hannah,4
882096,2080647,A California Christmas: City Lights,Connor,5
882096,1314134,A California Christmas: City Lights,Owen,6
882096,2554572,A California Christmas: City Lights,Brandy,7
882096,1509438,A California Christmas: City Lights,Victoria,8
882096,3349398,A California Christmas: City Lights,Lindsey,9
572802,117642,Aquaman and the Lost Kingdom,Arthur,0
572802,17178,Aquaman and the Lost Kingdom,Orm,1
572802,1639847,Aquaman and the Lost Kingdom,Black Manta,2
572802,79082,Aquaman and the Lost Kingdom,Dr. Shin,3
572802,55085,Aquaman and the Lost Kingdom,Mera,4
572802,2227,Aquaman and the Lost Kingdom,Atlanna,5
572802,16644,Aquaman and the Lost Kingdom,King Nereus,6
572802,7242,Aquaman and the Lost Kingdom,Tom,7
572802,1789788,Aquaman and the Lost Kingdom,Karshon,8
572802,90060,Aquaman and the Lost Kingdom,Kordax,9
16958,3088,The Asphalt Jungle,Dix Handley,0
16958,4343,The Asphalt Jungle,Alonzo D. Emmerich,1
16958,10024,The Asphalt Jungle,Doc Erwin Riedenschneider,2
16958,13296,The Asphalt Jungle,Doll Conovan,3
16958,6577,The Asphalt Jungle,Gus Minissi,4
16958,53010,The Asphalt Jungle,Police Commissioner Hardy,5
16958,3140,The Asphalt Jungle,Cobby,6
16958,89834,The Asphalt Jungle,Lt. Ditrich,7
16958,16004,The Asphalt Jungle,Louis Ciavelli,8
16958,3149,The Asphalt Jungle,Angela Phinlay,9
34600,12899,Ernest Goes to Africa,Ernest P. Worrell,0
34600,14893,Ernest Goes to Africa,Rene Loomis,1
34600,74627,Ernest Goes to Africa,Mr. Thompson,2
34600,83140,Ernest Goes to Africa,Prince Kazim,3
34600,1151469,Ernest Goes to Africa,Bazoo (Thompson's Thug),4
34600,193319,Ernest Goes to Africa,Dobbs,5
34600,1246691,Ernest Goes to Africa,Jameen,6
34600,1087389,Ernest Goes to Africa,Ol' Man At Flea Market,7
34600,2633733,Ernest Goes to Africa,Sinkatutu Chief,8
34600,2328551,Ernest Goes to Africa,Kareem,9
28339,99237,Hard to Die,Dawn Grant,0
28339,100480,Hard to Die,Diana Farrow,1
28339,97754,Hard to Die,Jackie Webster,2
28339,99067,Hard to Die,Tess Cochran,3
28339,100481,Hard to Die,Shayne Hobbie,4
28339,9659,Hard to Die,Orville Ketchum,5
28339,44762,Hard to Die,Dr. Ed Newton,6
28339,98149,Hard to Die,Sgt. Phyllis Shawlee,7
28339,98941,Hard to Die,Lt. Mike Block,8
28339,44995,Hard to Die,Fifi Latour / Chow Down Girl,9
602,2888,Independence Day,Capt. Steven Hiller,0
602,8984,Independence Day,President Thomas J. Whitmore,1
602,4785,Independence Day,David Levinson,2
602,1581,Independence Day,Marilyn Whitmore,3
602,6167,Independence Day,Julius Levinson,4
602,1162,Independence Day,General William Grey,5
602,1811,Independence Day,Russell Casse,6
602,8985,Independence Day,Constance Spano,7
602,8986,Independence Day,Albert Nimzicki,8
602,7420,Independence Day,Marty Gilbert,9
13448,31,Angels & Demons,Robert Langdon,0
13448,3061,Angels & Demons,Camerlengo Patrick McKenna,1
13448,8786,Angels & Demons,Vittoria Vetra,2
13448,1640,Angels & Demons,Commander Richter,3
13448,17839,Angels & Demons,Inspector Olivetti,4
13448,1018,Angels & Demons,Assassin,5
13448,12647,Angels & Demons,Cardinal Strauss,6
13448,20258,Angels & Demons,Chartrand,7
13448,74487,Angels & Demons,Claudio Vincenzi,8
13448,74488,Angels & Demons,Father Simeon,9
19293,40952,Carry On Again Doctor,Gladstone Screwer,0
19293,40941,Carry On Again Doctor,Dr. Frederick Carver,1
19293,40944,Carry On Again Doctor,Dr. Ernest Stoppidge,2
19293,40945,Carry On Again Doctor,Dr. Jimmy Nookey,3
19293,40949,Carry On Again Doctor,Mrs. Ellen Moore,4
19293,40942,Carry On Again Doctor,Goldie Locks,5
19293,40957,Carry On Again Doctor,"Miss Soaper, the Matron",6
19293,84441,Carry On Again Doctor,Miss Fosdick,7
19293,40958,Carry On Again Doctor,Shuffling Patient,8
19293,106094,Carry On Again Doctor,Nurse Willing,9
4951,1810,10 Things I Hate About You,Patrick Verona,0
4951,12041,10 Things I Hate About You,Katarina Stratford,1
4951,24045,10 Things I Hate About You,Cameron James,2
4951,40978,10 Things I Hate About You,Bianca Stratford,3
4951,38582,10 Things I Hate About You,Michael Eckman,4
4951,40979,10 Things I Hate About You,Joey Donner,5
4951,40980,10 Things I Hate About You,Mandella,6
4951,17773,10 Things I Hate About You,Chastity,7
4951,1211,10 Things I Hate About You,Walter Stratford,8
4951,15028,10 Things I Hate About You,Mr. Morgan,9
102899,22226,Ant-Man,Scott Lang / Ant-Man,0
102899,3392,Ant-Man,Dr. Hank Pym,1
102899,19034,Ant-Man,Hope van Dyne,2
102899,74541,Ant-Man,Darren Cross / Yellowjacket,3
